,Modal Administration,Urban/Rural,Project Name,Applicant,Round,cap_plan,Project Type,Project Description,Amount,coord,lat,lon
137,FHWA,Urban,CREATE Program Rail Projects,Illinois DOT,2009,Capital,Rail,"This is a package of 78 projects that address freight rail congestion in the Chicago area — a nationally significant freight bottleneck adversely affecting the delivery of goods throughout the country. About 25 percent of rail traffic in the United States travels through the Chicago region, which is home to six of the seven Class I railroads and multiple passenger rail carriers. Each day, nearly 1,300 passenger and freight trains, or 40,000 rail cars, are handled in the Chicago region. The congestion created by these rail movements delays the movement of goods throughout the country. By investing in priority projects along four rail corridors, CREATE will construct additional capacity and improve connections throughout the Chicago metropolitan rail network.",100000000.0,"(41.883356, -87.658874)",41.883356,-87.658874
138,FHWA,Urban,Sellwood Bridge Replacement ,Multnomah County,2011,Capital,Road,"This TIGER award will provide the final piece of funding for the complete replacement of the Sellwood Bridge in Portland, OR.  The Sellwood Bridge, constructed in 1925, is structurally deficient and functionally obsolete, and is the only crossing over the Willamette River within a 12-mile urban area.  In 2004, the County was forced to limit emergency, truck, and bus vehicle travel across the bridge due to weight restrictions.  A new two-lane steel arch bridge will be constructed to replace the existing bridge.  This TIGER investment will allow for the reconstruction of the crucial west-end interchange to provide efficient and safe multimodal access to and from the new bridge.",17700000.0,"(45.464331, -122.666237)",45.464331,-122.666237
139,FHWA,Rural,17 Mile Road,Eastern Shoshone/Northern Arapaho Tribes Business Council,2011,Capital,Road,"The Eastern Shoshone and Northern Arapaho Tribes will reconstruct an 8.3 mile segment of 17-mile Road.  The project will include horizontal curve realignment, grading, drainage and culvert structures, irrigation facilities relocation, roadway resurfacing, water and sanitary sewer lines, installation of guardrails, and gravel and asphalt overlay.  The existing roadway is a paved wagon trial that has significant deficiencies and lacks desirable safety measures, which impacts traffic congestion, emergency vehicle response time, and contributes to crashes and fatalities along this corridor.",8233700.0,"(42.924722, -108.634214)",42.924722,-108.634214
140,FHWA,Rural,Colorado Sustainable Main Streets Initiative,Colorado Department of Local Affairs,2010,Planning,Planning,The grant will help three smaller Colorado communities pursue a unique joint planning initiative to redevelop their downtowns. Plans will cover: pedestrian-friendly and transit-oriented development; historic preservation; arts and culture; land use changes; energy efficiency; downtown revitalization; affordable housing; land acquisition; and the design and engineering of transportation projects.,395600.0,"(37.261893, -106.887718)",37.261893,-106.887718
141,"FHWA
(FTA Consult)",Urban,Land Use-Transportation Connections to Sustainable Schools,North Central Texas Council of Governments,2014,Planning,Regional Planning,"The Land Use Transportation Connections to Sustainable Schools Project will create a regional program and implementation plan to promote connections and coordination between transportation agencies, local governments, and schools within North Central Texas.  ",210000.0,"(32.733863, -97.090302)",32.733863,-97.090302
142,MARAD,Urban,Port of Baltimore Enhancements,Maryland Port Administration,2013,Capital,Port,TIGER funds will be used to expand the handling capacity at the Fairfield Marine Terminal at the Port of Baltimore by filling in the obsolete West Basin. The project also includes the construction of a rail intermodal facility to handle expanded automotive export and imports. Dredge spoils from the nearby SeaGirt navigation channel will be innovatively reused to complete the project.,10000000.0,"(39.245908, -76.557445)",39.245908,-76.557445
143,FHWA,Rural,Bike/Ped Trail Design ,Pueblo of Laguna,2010,Planning,Planning,"The project will pursue planning and design of approximately 40 miles of trails on Pueblo of Laguna Native American reservation to connect six distinct communities with a focus on their traditional village cores. The project will support revitalization through the development of a comprehensive bike/pedestrian route plan for Pueblo of Laguna villages and complete engineering designs, including related surveys, studies, and environmental (NEPA) and archaeological clearances, to make top-priority routes “shovel-ready.”",1470000.0,"(34.962108, -107.298167)",34.962108,-107.298167
144,FHWA,Urban,Connect Historic Boston,The City of Boston,2013,Capital,Road,"TIGER funds will be used to increase the capacity of city streets, alleviate congestion on the roadways and transit system, support safe non-motorized travel and enhance the competitiveness and attractiveness of the region. This project reconstructs seven city streets as shared or complete streets, meaning that they are designed to be used for driving, bicycling, walking or public transportation and constructs a protected two-way bicycle track connecting to transit, regional shared-use trails, and major employment and tourist destinations.",15523700.0,"(42.364815, -71.055672)",42.364815,-71.055672
145,FHWA,Rural,Santa Theresa Border Plan,New Mexico Department of Transportation,2014,Planning,Road,"The needs assessment and strategic plan will create a coordinated method for identifying the most beneficial planning, maintenance, and capital improvement projects in the Santa Teresa border area. ",400000.0,"(32.154687, -106.87912)",32.154687,-106.87912
146,FHWA,Urban,Steel Point Roadway Improvements ,City of Bridgeport,2010,Capital,Road,"The Steel Point roadway improvements project will reconstruct and modernize 4.6 lane‐miles of urban minor arterial roadways and 0.75 miles of pedestrian/bicycle pathways in the city of Bridgeport, Connecticut. Modeled on the ‘complete streets’ concept, improvements will include roadway reconstruction, the addition of bikeways and enhanced landscaping, as well as better pedestrian connections to the surrounding neighborhoods, Bridgeport’s downtown intermodal transportation center, and the public waterfront. This will improve travel time on Interstate 95.",11159493.0,"(41.194156, -73.196465)",41.194156,-73.196465
147,FHWA,Urban,I-95 Providence Viaduct Project,Rhode Island DOT,2012,Capital,Road,"TIGER funds will help to replace the I-95 Viaduct, a rapidly deteriorating eight-lane bridge and overpass that carries 230,000 vehicles per day over rail, road, and the Woonasquatucket River. This is the third most traveled section of the North-South highway, which runs from Maine to Florida along the Eastern Coast. This project will update the 46-year-old viaduct, which currently requires constant repairs and lengthy partial closures. It will also enhance bicycle, pedestrian, and transit facilities.",10000000.0,"(41.827936, -71.418219)",41.827936,-71.418219
148,FHWA,Rural,Ranson-Charles Town Green Corridor Revitalization,"City of Ranson, WV",2012,Capital,Road,"TIGER funds will be used in rural Jefferson County to expand the north-south Fairfax Boulevard by 1000 feet to connect the communities of Ranson and Charles Town to new growth areas at the north end of Ranson. The existing portions of Fairfax Boulevard and George Street will be transformed into an innovative, walkable, complete green street anchored by a new Charles Town Commuter Center. The Commuter Center will boost transit ridership via the regional PanTran commuter bus, MARC rail system, and Amtrak.",5000000.0,"(39.298901, -77.86231)",39.298901,-77.86231
