,Round,Project Name,Applicant Name,State,City,Project Type,Urban / Rural,Funding Request,Project Cost,Applicant Type,Grant
2038,2010,Reverse Frontage Road-155th St. to 158th St.,City of Basehor,Kansas,Basehor,Road,Rural,1920000.0,2400000.0,Local Govt.,TIGER 2010
2039,2010,31st Street - Haskell to O'Connell,"City of Lawrence, Kansas",Kansas,Lawrence,Road,Urban/Rural,8700000.0,10875000.0,Local Govt.,TIGER 2010
2040,2010,Manhattan Unified Development Ordinance Project,"City of Manhattan, KS",Kansas,Manhattan,Planning,Rural,360000.0,450000.0,Local Govt.,TIGER 2010
2041,2010,159th Street Connector and Grade Separation Project (Old 56 Hwy. to I-35),"City of Olathe, Kansas",Kansas,Olathe,Road,Urban,10000000.0,15050000.0,Local Govt.,TIGER 2010
2042,2010,Downtown Livability Action Plan,"City of Wichita, Kansas",Kansas,Wichita,Planning,Urban,1600000.0,2000000.0,Local Govt.,TIGER 2010
2043,2010,Wichita Downtown Master Plan Implementation,"City of Wichita, Kansas",Kansas,Wichita,Planning,Urban,28000000.0,35000000.0,Local Govt.,TIGER 2010
2044,2010,Great Plains Freight Rail Improvement Project,Kansas Department of Transportation,Kansas,Topeka,Rail,Urban/Rural,14858147.0,19858147.0,State Govt.,TIGER 2010
2045,2010,Greensburg Kansas Tornado Recovery and Renewal Project on U.S. 54,Kansas Department of Transportation,Kansas,Topeka,Road,Rural,10000000.0,55275000.0,State Govt.,TIGER 2010
2046,2010,Helping Kansas Main Street Cities Plan and Design for Public Spaces,Kansas Department of Transportation,Kansas,Topeka,Planning,Rural,300000.0,400000.0,State Govt.,TIGER 2010
2047,2010,Kansas Logistics Park Improvements,Kansas Department of Transportation,Kansas,Topeka,Road,Rural,7000000.0,7400000.0,State Govt.,TIGER 2010
2048,2010,Excel Road Improvement,Pottawatomie County,Kansas,Westmoreland,Road,Rural,2900000.0,2900000.0,Local Govt.,TIGER 2010
2049,2010,VIA4000 (Versatile Infrastructure Access to 4000 new American jobs),The Unified Government of Wyandotte County/ Kansas City Kansas,Kansas,Kansas City,Road,Urban,45000000.0,65000000.0,Local Govt.,TIGER 2010
2050,2010,Smallhouse Road Realignment at Cave Mill Road Design,City of Bowling Green,Kentucky,Bowling Green,Planning,Urban,96000.0,120000.0,Local Govt.,TIGER 2010
2051,2010,Madison Avenue Downtown Redevelopment Plan,"City of Covington, Kentucky",Kentucky,Covington,Planning,Urban,359300.0,1230182.0,Local Govt.,TIGER 2010
2052,2010,TennKen Railroad Kentucky Rehabilitation,Fulton County Fiscal Court,Kentucky,Hickman,Rail,Rural,5688689.0,5688689.0,Local Govt.,TIGER 2010
2053,2010,Hickman-Fulton County Riverport Authority Port Expansion Project,Hickman-Fulton County Riverport Authority,Kentucky,Hickman,Rail,Rural,8000000.0,8000000.0,Port Authority,TIGER 2010
2054,2010,Big Four Bridge Renovation,Kentucky Transportation Cabinet,Kentucky,Frankfort,Bicycle and Pedestrian,Urban,22000000.0,128600000.0,State Govt.,TIGER 2010
2055,2010,Bluegrass Regional Transportation Model,Kentucky Transportation Cabinet,Kentucky,Frankfort,Planning,Urban/Rural,2000000.0,2500000.0,State Govt.,TIGER 2010
2056,2010,Henderson County Riverport Project,Kentucky Transportation Cabinet,Kentucky,Frankfort,Maritime,Rural,32000000.0,32000000.0,State Govt.,TIGER 2010
2057,2010,National Interstate 69-Complete Section of Independent Utility 5 (80 miles),Kentucky Transportation Cabinet,Kentucky,Frankfort,Road,Rural,63400000.0,87600000.0,State Govt.,TIGER 2010
2058,2010,Southend Park Urban Village,Kentucky Transportation Cabinet,Kentucky,Frankfort,Planning,Urban,3000000.0,59675500.0,State Govt.,TIGER 2010
2059,2010,North Lexington Gateway Plan,Lexington-Fayette Urban County Government,Kentucky,Lexington,Planning,Urban,500000.0,600000.0,Local Govt.,TIGER 2010
2060,2010,LexTran Bus Facilities Project,LexTran - Transit Authority of the Lexington-Fayette Urban County Government,Kentucky,Lexington,Transit,Urban,10000000.0,12500000.0,Transit Agency,TIGER 2010
2061,2010,Mason County Industrial Development: Clean Air Act Supply Chain Efficiency,Mason County Fiscal Court,Kentucky,Maysville,Planning,Rural,27000000.0,27000000.0,Local Govt.,TIGER 2010
2062,2010,Potter Flats Bridge Project,Pike County Fiscal Court,Kentucky,Pikeville,Road,Rural,5600000.0,5975000.0,Local Govt.,TIGER 2010
2063,2010,Louisville-Southern Indiana Ohio River Bridges Project,The Louisville and Southern Indiana Bridges Authority,Kentucky,Louisville,Road,Urban,135000000.0,4400000000.0,Other Unit of Government,TIGER 2010
2064,2010,Mississippi River Intermodal Terminal and Yard Improvements,Board of Commissioners of the Port of New Orleans,Louisiana,New Orleans,Maritime,Urban,20922808.0,36021349.0,Port Authority,TIGER 2010
2065,2010,BR CATS Tiger-II Bus & HVAC projects,Capital Area Transit System,Louisiana,Baton Rouge,Transit,Urban/Rural,13700000.0,17125000.0,Transit Agency,TIGER 2010
2066,2010,Main Street to the Mall,City of Alexandria,Louisiana,Alexandria,Planning,Urban,450000.0,450000.0,Local Govt.,TIGER 2010
2067,2010,City of Baton Rouge Complete Streets Project,City of Baton Rouge/Parish of East Baton Rouge,Louisiana,Baton Rouge,Bicycle and Pedestrian,Urban,13400000.0,17420000.0,Local Govt.,TIGER 2010
2068,2010,"City of Baton Rouge Livability, Land Use and Transit Planning",City of Baton Rouge/Parish of East Baton Rouge,Louisiana,Baton Rouge,Planning,Urban,1000000.0,1660000.0,Local Govt.,TIGER 2010
2069,2010,"Transportation, Green-Infrastructure, Parks and Open Space Plan for the newest City in Louisiana",City of Central,Louisiana,Baton Rouge,Planning,Rural,400000.0,767000.0,Local Govt.,TIGER 2010
2070,2010,Building a Hammond Intermodal Center to Enhance the Regional Transportation System,City of Hammond,Louisiana,Hammond,Planning,Rural,9755256.0,11005840.0,Local Govt.,TIGER 2010
2071,2010,Mandeville Sunset Point Park Connection and Wetlands Restoration,City of Mandeville,Louisiana,Mandeville,Bicycle and Pedestrian,Rural,6512000.0,8140000.0,Local Govt.,TIGER 2010
2072,2010,Claiborne Corridor Plan: Leveraging Infrastructure to Build Inter-parish Access and Equity,City of New Orleans,Louisiana,New Orleans,Planning,Urban,3000000.0,3858500.0,Local Govt.,TIGER 2010
2073,2010,"Tarbutton Road Interchange, LA I-20 Corridor Improvement Program","City of Ruston, Louisiana",Louisiana,Ruston,Road,Rural,15000000.0,38600000.0,Local Govt.,TIGER 2010
2074,2010,I-49 North Section J,"City of Shreveport, Louisiana",Louisiana,Shreveport,Road,Urban,48400000.0,60500000.0,Local Govt.,TIGER 2010
2075,2010,Shreveport/Caddo Unified Development Code,"City of Shreveport, Louisiana",Louisiana,Shreveport,Planning,Urban,320000.0,400000.0,Local Govt.,TIGER 2010
2076,2010,Zachary East/West Connection,City of Zachary,Louisiana,Zachary,Planning,Rural,3000000.0,3600000.0,Local Govt.,TIGER 2010
2077,2010,Acadiana International Intermodal Shipping System,Iberia Parish Government,Louisiana,New Iberia,Road,Rural,31351608.0,80856484.0,Local Govt.,TIGER 2010
2078,2010,Industrial Rail Enhancement Program,Lake Charles Harbor & Terminal District,Louisiana,Lake Charles,Rail,Rural,19200000.0,26300000.0,Port Authority,TIGER 2010
2079,2010,Transformative Innovative Sustainable Live/Work Connected Community,Livingston Parish,Louisiana,Livingston,Planning,Rural,3000000.0,200000000.0,Local Govt.,TIGER 2010
2080,2010,Franklin Farm Mega Site and Supplier Park Interstate I-20 Interchange and Access Road,Louisiana Economic Development,Louisiana,Ferriday,Road,Rural,35182366.0,37674000.0,State Govt.,TIGER 2010
2081,2010,MCHTD Planning Grant for Port Infrastructure Improvements,Morgan City Harbor and Terminal District,Louisiana,Morgan City,Planning,Rural,1275000.0,1275000.0,Port Authority,TIGER 2010
2082,2010,New Orleans CBD/French Quarter Streetcar Project,New Orleans Regional Transit Authority,Louisiana,New Orleans,Rail,Urban,75000000.0,155584788.0,Transit Agency,TIGER 2010
2083,2010,SporTran CNG bus replacement,Northwest Louisiana Council of Governments,Louisiana,Shreveport,Transit,Urban,2500000.0,3125000.0,Metropolitan Planning Org.,TIGER 2010
2084,2010,Metairie Fat City Pedestrian Mobility Enhancements,Parish of Jefferson,Louisiana,New Orleans,Bicycle and Pedestrian,Urban,6698405.0,12352098.0,Local Govt.,TIGER 2010
2085,2010,LA 52 Corridor Revitalization Plan,Parish of St. Charles,Louisiana,Hahnville,Planning,Rural,400000.0,500000.0,Local Govt.,TIGER 2010
2086,2010,"CF Bean, LLC Electric Dredge and Tender",Plaquemines Parish Government,Louisiana,Belle Chasse,Maritime,Urban,22150000.0,44300000.0,Local Govt.,TIGER 2010
2087,2010,Peters Road Extension,Plaquemines Parish Government,Louisiana,Belle Chasse,Road,Urban,64333895.0,105557647.0,Local Govt.,TIGER 2010
2088,2010,Bonnet Carre' Spillway Container Terminal Project,Port of South Louisiana,Louisiana,La Place,Planning,Rural,1100000.0,1100000.0,Port Authority,TIGER 2010
2089,2010,Port of South Louisiana Globalplex Access Road and Intermodal Rail Spur,Port of South Louisiana,Louisiana,La Place,Maritime,Rural,2000000.0,11000000.0,Port Authority,TIGER 2010
2090,2010,Port of South Louisiana Liquid Bulk Terminal and Intermodal Rail Yard,Port of South Louisiana,Louisiana,La Place,Planning,Rural,1000000.0,1000000.0,Port Authority,TIGER 2010
2091,2010,Clearview Parkway – St. Peters Drainage Improvements,Regional Planning Commission,Louisiana,New Orleans,Road,Urban,22950000.0,40440000.0,Local Govt.,TIGER 2010
2092,2010,LA 1 Phase II Highway Project,South Central Planning & Development Commission,Louisiana,Thibodaux,Road,Rural,100000000.0,300000000.0,Metropolitan Planning Org.,TIGER 2010
2093,2010,"Reconstruction of the Chalmette Slip, Phases 5 & 6","St. Bernard Port, Harbor and Terminal District",Louisiana,Chalmette,Maritime,Urban,19206917.0,24008646.0,Port Authority,TIGER 2010
2094,2010,Mandeville Bypass,St. Tammany Parish Government,Louisiana,Covington,Road,Rural,6880352.0,8600440.0,Local Govt.,TIGER 2010
2095,2010,Final design for Acadia Gateway Center,Maine Department of Transportation,Maine,Augusta,Planning,Rural,1400000.0,1750000.0,State Govt.,TIGER 2010
2096,2010,Gateway 1 Corridor Action Plan,Maine Department of Transportation,Maine,Augusta,Planning,Rural,3000000.0,5100000.0,State Govt.,TIGER 2010
2097,2010,Maine - Aroostook Rail Preservation and Rehabilitation,Maine Department of Transportation,Maine,Augusta,Freight Rail,Rural,10546436.0,29100000.0,State Govt.,TIGER 2010
2098,2010,Merrymeeting Trail,Midcoast Council of Governments,Maine,Bath,Planning,Rural,1000000.0,40000000.0,Other Unit of Government,TIGER 2010
2099,2010,Linking the Rural Regions of Five Counties in Maine to Enhance Transportation Opportunities and Improving Quality of LIfe,Penobscot County,Maine,Bangor,Planning,Rural,770988.0,912303.0,Local Govt.,TIGER 2010
2100,2010,Chesapeake Bay Green Urban Development District,Baltimore City Department of Transportation,Maryland,Baltimore,Road,Urban,21430000.0,39770000.0,Local Govt.,TIGER 2010
2101,2010,Arterial Road Resurfacing Baltimore County,Baltimore County Department of Public Works,Maryland,Towson,Road,Urban,21670000.0,21670000.0,Local Govt.,TIGER 2010
2102,2010,Campbell Boulevard Phase 2,Baltimore County Department of Public Works,Maryland,Towson,Road,Urban,10000000.0,12500000.0,Local Govt.,TIGER 2010
2103,2010,Owings Mills Boulevard,Baltimore County Department of Public Works,Maryland,Towson,Road,Urban,12000000.0,15000000.0,Local Govt.,TIGER 2010
2104,2010,MD 91 and MD 140 Intersection Improvements Feasibility Study,"Carroll County, Commissioners of",Maryland,Westminster,Planning,Urban,200000.0,250000.0,Local Govt.,TIGER 2010
2105,2010,Westside Bypass Traffic Circle,City of Cambridge,Maryland,Cambridge,Road,Rural,1500000.0,1500000.0,Local Govt.,TIGER 2010
2106,2010,"East Frederick - West Frederick Corridor Connections: Applying Innovation and Integration to the Planning of Affordable, Resource- Efficient Communities in Frederick, Maryland",City of Frederick,Maryland,Frederick,Planning,Urban,3000000.0,3000000.0,Local Govt.,TIGER 2010
2107,2010,Sustainable West Baltimore: The Power of Transit and Place in Transforming a Community,Department of Housing and Community Development,Maryland,Baltimore,Planning,Urban,3000000.0,4530000.0,Local Govt.,TIGER 2010
2108,2010,Maryland Sustainable Community Initiative,Maryland Department of Housing and Community Development,Maryland,Baltimore,Planning,Urban,3000000.0,3600000.0,State Govt.,TIGER 2010
2109,2010,Central Maryland Transit Operations Facility (CMTOF),Maryland Department of Transportation,Maryland,Baltimore,Transit,Urban,25000000.0,31250000.0,State Govt.,TIGER 2010
2110,2010,MARC Capacity/Service Improvements,Maryland Department of Transportation,Maryland,Baltimore,Rail,Urban/Rural,30000000.0,37500000.0,State Govt.,TIGER 2010
2111,2010,Masonville Vessel Berth,Maryland Port Administration (MPA),Maryland,Baltimore,Maritime,Urban,15330000.0,21035000.0,Port Authority,TIGER 2010
2112,2010,MD State Highway Administration Virtual Weigh Station (VWS) Deployment,"Maryland State Highway Administration, Motor Carrier Division",Maryland,Hanover,Road,Rural,1125000.0,1500000.0,State Govt.,TIGER 2010
2113,2010,Route 50 Corridor Master Plan,Queen Anne's County/Route 50 Corridor Committee,Maryland,Centreville,Planning,Rural,3000000.0,3100000.0,Local Govt.,TIGER 2010
2114,2010,"Creating Sustainable Environments for Diverse Communities: Linking Housing, Transportation and Jobs in Montgomery County",The Maryland-National Capital Park and Planning Commission,Maryland,Silver Spring,Planning,Urban/Rural,675000.0,936960.0,Local Govt.,TIGER 2010
2115,2010,Metro Green Line Transit-Oriented Development Corridor Action Plan,The Maryland-National Capital Park and Planning Commission,Maryland,Upper Marlboro,Planning,Urban,1000000.0,1660421.0,Local Govt.,TIGER 2010
2116,2010,Upgrade of Maryland-Delaware Railroad,Worcester County Commissioners,Maryland,Snow Hill,Rail,Rural,10430413.0,12430413.0,Local Govt.,TIGER 2010
2117,2010,Port of Boston,Boston Redevelopment Authority,Massachusetts,Boston,Maritime,Urban,14600000.0,18000000.0,Local Govt.,TIGER 2010
2118,2010,Cape Cod Canal Area Transportation/Land-Use Study,Cape Cod Commission,Massachusetts,Barnstable,Planning,Urban/Rural,1000000.0,1850000.0,Local Govt.,TIGER 2010
2119,2010,Blackstone Valley Regional Livability Strategy,Central Massachusetts Regional Planning Commission (CMRPC),Massachusetts,Worcester,Planning,Urban,2000000.0,4800000.0,Other Unit of Government,TIGER 2010
2120,2010,Route 128 Exit 19 at Brimbal Avenue Interchange Improvement Project (MassDOT Project File #604365),City of Beverly Massachusetts,Massachusetts,Beverly,Road,Urban,16000000.0,19200000.0,Local Govt.,TIGER 2010
2121,2010,Dudley Square Intersection and Roadway Design,City of Boston,Massachusetts,Boston,Planning,Urban,750000.0,750000.0,Local Govt.,TIGER 2010
2122,2010,Melnea Cass Boulevard Reconstruction,City of Boston,Massachusetts,Boston,Road,Urban,10000000.0,16000000.0,Local Govt.,TIGER 2010
2123,2010,Fairmount Line Smart Growth Corridor,City of Boston Department of Neighborhood Development,Massachusetts,Boston,Planning,Urban,2400000.0,27500000.0,Local Govt.,TIGER 2010
2124,2010,Plan Brockton,City of Brockton,Massachusetts,Brockton,Planning,Urban,500000.0,624800.0,Local Govt.,TIGER 2010
2125,2010,Downtown-Harbor District Planning,City of Gloucester Community Development,Massachusetts,Gloucester,Planning,Urban,1500000.0,1875000.0,Local Govt.,TIGER 2010
2126,2010,Holyoke Center City Revitalization,City of Holyoke,Massachusetts,Holyoke,Planning,Urban,25000000.0,46000000.0,Local Govt.,TIGER 2010
2127,2010,Newburyport Master Plan and Zoning for Sustainability,"City of Newburyport, MA",Massachusetts,Newburyport,Planning,Urban,0.0,300000.0,Local Govt.,TIGER 2010
2128,2010,Comprehensive Master Plan Development,"City of North Adams, MA",Massachusetts,North Adams,Planning,Rural,160000.0,200000.0,Local Govt.,TIGER 2010
2129,2010,Sustainable Northampton- Creating a Sustainable King Street,City of Northampton,Massachusetts,Northampton,Planning,Urban,800000.0,1000000.0,Local Govt.,TIGER 2010
2130,2010,"City of Salem, Massachusetts Port Expansion Project","City of Salem, MA",Massachusetts,Salem,Planning,Urban,19700000.0,25775000.0,Local Govt.,TIGER 2010
2131,2010,Preparing for Transit in 21st Century Somerville,"City of Somerville, MA",Massachusetts,Somerville,Planning,Urban,2400000.0,3163853.0,Local Govt.,TIGER 2010
2132,2010,Somerville Community Path Extension Along MBTA Green Line Extension,"City of Somerville, MA",Massachusetts,Somerville,Bicycle and Pedestrian,Urban,25380000.0,35848265.0,Local Govt.,TIGER 2010
2133,2010,Eastern Gateway,"City of Springfield, Massachusetts",Massachusetts,Springfield,Planning,Urban,1500000.0,1949899.0,Local Govt.,TIGER 2010
2134,2010,Neighborhood Community Action Plans,"City of Springfield, Massachusetts",Massachusetts,Springfield,Planning,Urban,740000.0,925000.0,Local Govt.,TIGER 2010
2135,2010,BUS FACILITY REHABILITATION PROGRAM,Massachusetts Bay Transportation Authority,Massachusetts,Boston,Transit,Urban,10000000.0,12500000.0,Transit Agency,TIGER 2010
2136,2010,BUS FLEET REHABILITATION PROGRAM,Massachusetts Bay Transportation Authority,Massachusetts,Boston,Transit,Urban,9440000.0,11800000.0,Transit Agency,TIGER 2010
2137,2010,Fairmount Corridor Service Enhancement Planning Grant,Massachusetts Bay Transportation Authority,Massachusetts,Boston,Planning,Urban,600000.0,750000.0,Transit Agency,TIGER 2010
2138,2010,TRANSIT TUNNEL AND STATION LEAK REPAIR PROGRAM,Massachusetts Bay Transportation Authority,Massachusetts,Boston,Transit,Urban,16000000.0,4000000.0,Transit Agency,TIGER 2010
2139,2010,Assembly Square Transit Station,Massachusetts Department of Transportation,Massachusetts,Boston,Transit,Urban,34712000.0,50712000.0,State Govt.,TIGER 2010
2140,2010,Crosby's Corner Highway Improvement Project,Massachusetts Department of Transportation,Massachusetts,Boston,Road,Urban,57555188.0,71943985.0,State Govt.,TIGER 2010
2141,2010,Georges Island - Construct Hub Island Pier,Massachusetts Department of Transportation,Massachusetts,Boston,Maritime,Urban,10103533.0,12629416.0,State Govt.,TIGER 2010
2142,2010,Ruggles Train Station Platform Improvements,Massachusetts Department of Transportation,Massachusetts,Boston,Planning,Urban,320000.0,400000.0,State Govt.,TIGER 2010
